,Date,Close,High,Low,Open,Volume
303,2021-03-23,35620.19921875,36162.63944037176,35394.1827685724,35484.59008983894,4896935
304,2021-03-24,34806.53515625,35665.39901155197,34580.518742326,35213.36618370397,5852521
305,2021-03-25,34625.7265625,35032.557660682694,34580.524754247504,35032.557660682694,4943528
306,2021-03-26,34399.7109375,34716.13472081846,33676.4597521815,34444.916452818434,5609270
307,2021-03-29,35077.7578125,35303.77425504469,34399.70848486592,34580.52312129263,4270364
308,2021-03-30,34851.7421875,35258.57327601475,34806.540380321676,35213.371468836434,3594206
309,2021-03-31,35122.96484375,35303.775782019846,34625.72642505846,34851.74287737892,2980305
310,2021-04-01,36027.03125,36027.03125,35213.37274935953,35213.37274935953,6613131
311,2021-04-02,36072.234375,36388.658166232744,36072.234375,36343.45635576138,4179142
312,2021-04-05,35981.82421875,36388.65530491318,35665.4041583758,36343.45349799614,5787458
313,2021-04-06,35891.421875,36162.64013805472,35755.80903749506,35755.80903749506,3426930
314,2021-04-07,35981.82421875,36027.02973164449,35755.80777220989,35801.013285104375,4314307
315,2021-04-08,35981.82421875,36433.85711183023,35936.622411832956,36253.0461781846,4470038
316,2021-04-09,37111.91015625,37518.73753642282,36117.43705030958,36117.43705030958,10462121
317,2021-04-12,37111.91015625,37247.519282974274,36840.688196824005,37247.519282974274,4448420
318,2021-04-13,36479.06640625,37157.1158161589,36388.65907706658,37066.70848697548,7218427
319,2021-04-14,36614.671875,36614.671875,35936.62253309176,36162.638980394506,5311241
320,2021-04-15,36162.63671875,36795.48421400981,36072.229404287566,36614.66958508494,6464745
